screen,dose,repurposing_target,MOA,IDs,Drug.Name,Synonyms
REP.PRIMARY,2.5,"NR3C1, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A15297126-001-04-3,FLUOCINOLONE-ACETONIDE,FLUOCINOLONE-ACETONIDE
REP.PRIMARY,2.5,"CTNS, SLC3A1, SLC7A11, SLC7A9",,BRD:BRD-A15397381-001-02-5,L-CYSTINE,L-CYSTINE
REP.PRIMARY,2.5,PPARG,PPAR RECEPTOR AGONIST,BRD:BRD-A15415227-003-02-9,GW-1929,GW-1929
REP.PRIMARY,2.5,HTR1A,SIGMA RECEPTOR ANTAGONIST,BRD:BRD-A15435692-003-02-3,BMY-14802,BMY-14802
REP.PRIMARY,2.5,"HTR1A, HTR1B","ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-A15530910-001-02-1,SDZ-21009,SDZ-21009
REP.PRIMARY,2.5,FPR1,FREE RADICAL SCAVENGER,BRD:BRD-A15909516-001-06-6,REBAMIPIDE,REBAMIPIDE
REP.PRIMARY,2.5,PRKACA,"ADENOSINE RECEPTOR AGONIST, CAMP STIMULANT",BRD:BRD-A15931911-001-03-8,BUCLADESINE,BUCLADESINE
REP.PRIMARY,2.5,"PTGS1, PTGS2","CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR",BRD:BRD-A16296925-001-01-3,INDOBUFEN,INDOBUFEN
REP.PRIMARY,2.5,"ACHE, LIAS, LIPT1, PTGS2, SLC5A6",REDUCING AGENT,BRD:BRD-A16347691-001-13-1,THIOCTIC-ACID,THIOCTIC-ACID
REP.PRIMARY,2.5,,,BRD:BRD-A16350940-001-01-9,DORAMECTIN,DORAMECTIN
REP.PRIMARY,2.5,ESR1,ESTROGEN RECEPTOR AGONIST,BRD:BRD-A16439188-001-01-1,QUINESTROL,QUINESTROL
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-A16665823-001-02-0,BUTOCONAZOLE,BUTOCONAZOLE
REP.PRIMARY,2.5,PPARG,PPAR RECEPTOR ANTAGONIST,BRD:BRD-A16694057-001-06-8,BADGE,BADGE
REP.PRIMARY,2.5,ADRB2,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A16700644-003-04-4,ISOXSUPRINE,ISOXSUPRINE
REP.PRIMARY,2.5,TRHR,THYROTROPIN RELEASING HORMONE RECEPTOR AGONIST,BRD:BRD-A16997652-001-02-3,PROTIRELIN,PROTIRELIN
REP.PRIMARY,2.5,,,BRD:BRD-A17300716-001-01-5,DEHYDROACETIC-ACID,DEHYDROACETIC-ACID
REP.PRIMARY,2.5,"CYP3A4, NR3C1, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A17407635-001-04-0,ALCLOMETASONE-DIPROPIONATE,ALCLOMETASONE-DIPROPIONATE
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-A17411484-001-11-9,CARPROFEN,CARPROFEN
REP.PRIMARY,2.5,"HTR2A, HTR2B, HTR2C",SEROTONIN RECEPTOR AGONIST,BRD:BRD-A17428743-003-09-0,BW-723C86,BW-723C86
REP.PRIMARY,2.5,HTR1A,SEROTONIN RECEPTOR AGONIST,BRD:BRD-A17453586-003-02-3,MDL-72832,MDL-72832
REP.PRIMARY,2.5,"ADRB2, BCHE",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A17462676-003-11-6,BAMBUTEROL,BAMBUTEROL
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-A17655518-001-24-4,IBUPROFEN,IBUPROFEN
REP.PRIMARY,2.5,,ANTIOXIDANT,BRD:BRD-A17846016-001-13-9,TROLOX,TROLOX
REP.PRIMARY,2.5,"CDH5, CRBN, PTGS2, TNF, TNFSF11",ANTICANCER AGENT,BRD:BRD-A17883755-001-06-1,LENALIDOMIDE,LENALIDOMIDE
REP.PRIMARY,2.5,"CACNA1G, CACNA1H, CACNA1I",SUCCINIMIDE ANTIEPILEPTIC,BRD:BRD-A18043272-001-09-9,PHENSUXIMIDE,PHENSUXIMIDE
REP.PRIMARY,2.5,"CHRM2, CHRM3, CHRM4",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-A18056626-003-22-3,METHACHOLINE,METHACHOLINE
REP.PRIMARY,2.5,NISCH,IMIDAZOLINE RECEPTOR LIGAND,BRD:BRD-A18074780-003-02-0,AGN-192403,AGN-192403
REP.PRIMARY,2.5,"ADRA1A, ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A18233884-003-02-7,BEVANTOLOL,BEVANTOLOL
REP.PRIMARY,2.5,"CS, ME2, PKD2L1",,BRD:BRD-A18396475-001-15-3,MALIC-ACID,MALIC-ACID
REP.PRIMARY,2.5,,BETA LACTAMASE INHIBITOR,BRD:BRD-A18611368-001-01-5,TAZOBACTAM,TAZOBACTAM
REP.PRIMARY,2.5,"MMAA, MMACHC, MTHFR, MTR, MTRR, MUT","METHYLMALONYL COA MUTASE STIMULANT, VITAMIN B",BRD:BRD-A18627414-001-04-9,CYANOCOBALAMIN,CYANOCOBALAMIN
REP.PRIMARY,2.5,"ADRA2A, PTGS2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A18696154-003-22-6,IDAZOXAN,IDAZOXAN
REP.PRIMARY,2.5,BAX,CYTOCHROME C RELEASE INHIBITOR,BRD:BRD-A18763547-300-05-5,BAX-CHANNEL-BLOCKER,BAX-CHANNEL-BLOCKER
REP.PRIMARY,2.5,"DRD2, DRD3",DOPAMINE RECEPTOR AGONIST,BRD:BRD-A18795974-004-07-3,7-HYDROXY-DPAT,7-HYDROXY-DPAT
REP.PRIMARY,2.5,"OPRD1, OPRK1, OPRM1",OPIOID RECEPTOR ANTAGONIST,BRD:BRD-A19102171-066-01-4,NALTRIBEN,NALTRIBEN
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A, SLC6A2, SLC6A3, SLC6A4","NOREPINEPHRINE REPUTAKE INHIBITOR, TRICYCLIC ANTIDEPRESSANT",BRD:BRD-A19195498-050-14-1,TRIMIPRAMINE,TRIMIPRAMINE
REP.PRIMARY,2.5,"SLC6A2, SLC6A3, SLC6A4",DOPAMINE-NOREPINEPHRINE REUPTAKE INHIBITOR,BRD:BRD-A19585813-003-03-3,METHYLPHENIDATE,METHYLPHENIDATE
REP.PRIMARY,2.5,"CPT1A, CPT2",CARNITINE PALMITOYLTRANSFERASE INHIBITOR,BRD:BRD-A19633847-050-32-1,PERHEXILINE,PERHEXILINE
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-A19661776-003-27-6,MIANSERIN,MIANSERIN
REP.PRIMARY,2.5,"HTR1A, HTR1B, HTR3A, HTR3B, HTR4, OPRM1",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-A19736161-001-06-7,ONDANSETRON,ONDANSETRON
REP.PRIMARY,2.5,DHODH,MITOCHONDRIAL ELECTRON TRANSPORT INHIBITOR,BRD:BRD-A19795905-001-08-0,ATOVAQUONE,ATOVAQUONE
REP.PRIMARY,2.5,,"CHITINASE INHIBITOR, NFKB PATHWAY INHIBITOR",BRD:BRD-A19952358-001-11-3,CLOSANTEL,CLOSANTEL
REP.PRIMARY,2.5,,,BRD:BRD-A19958636-065-04-4,TUAMINOHEPTANE,TUAMINOHEPTANE
REP.PRIMARY,2.5,"CHRNA1, CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB4",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A20119038-003-07-8,MECAMYLAMINE,MECAMYLAMINE
REP.PRIMARY,2.5,"ADRB1, ADRB2, LTF, PLA2G2E",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A20239487-001-24-9,ATENOLOL-(+/-),ATENOLOL-(+/-)
REP.PRIMARY,2.5,"GABRA1, TSPO",GABA RECEPTOR MODULATOR,BRD:BRD-A20348246-001-15-8,CHLORMEZANONE,CHLORMEZANONE
REP.PRIMARY,2.5,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GNG2, GRIN2A, GRIN3A, GRIN3B, KCNJ3, KCNJ6, KCNK10, KCNK12, KCNK13, KCNK15, KCNK18, KCNK2, KCNK3, KCNK9, KCNMA1, KCNN4, MT-ND1, NPSR1, RHO",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-A20550616-001-02-9,HALOTHANE,HALOTHANE
REP.PRIMARY,2.5,NR3C2,MINERALOCORTICOID RECEPTOR ANTAGONIST,BRD:BRD-A20644369-001-08-6,CANRENONE,CANRENONE
REP.PRIMARY,2.5,,,BRD:BRD-A20758144-001-04-5,PRASTERONE-ACETATE,PRASTERONE-ACETATE
REP.PRIMARY,2.5,"TAT, TH, YARS, YARS2",,BRD:BRD-A20781140-001-01-7,PLOVAMER-ACETATE,PLOVAMER-ACETATE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-A20839672-003-01-5,CEFMENOXIME,CEFMENOXIME
REP.PRIMARY,2.5,,,BRD:BRD-A21276153-001-01-1,"2,6-DIMETHYLPIPERIDINE","2,6-DIMETHYLPIPERIDINE"
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A21607826-003-05-1,MEDETOMIDINE,MEDETOMIDINE
REP.PRIMARY,2.5,,ANTHELMINTIC AGENT,BRD:BRD-A21858158-001-23-5,PRAZIQUANTEL,PRAZIQUANTEL
REP.PRIMARY,2.5,"CA1, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1, CACNA2D3, CACNB1, CACNB2, SMPD1",CALCIUM CHANNEL BLOCKER,BRD:BRD-A22032524-074-06-5,AMLODIPINE,AMLODIPINE
REP.PRIMARY,2.5,,ADENOSINE RECEPTOR ANTAGONIST,BRD:BRD-A22081593-001-11-1,SULMAZOLE,SULMAZOLE
REP.PRIMARY,2.5,,,BRD:BRD-A22106989-001-05-0,PHENOTHRIN,PHENOTHRIN
REP.PRIMARY,2.5,"ESR1, ESR2",ESTROGEN RECEPTOR AGONIST,BRD:BRD-A22143024-231-03-8,ESTROPIPATE,ESTROPIPATE
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A22152765-003-10-0,TRIDIHEXETHYL,TRIDIHEXETHYL
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D, KCNH2, KCNH6, KCNH7",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A22256192-003-22-7,TERAZOSIN,TERAZOSIN
REP.PRIMARY,2.5,,,BRD:BRD-A22267103-003-13-1,DROFENINE,DROFENINE
REP.PRIMARY,2.5,HMGCR,GLUCONEOGENESIS INHIBITOR,BRD:BRD-A22305049-003-13-6,BENFLUOREX,BENFLUOREX
REP.PRIMARY,2.5,ATP4A,ATPASE INHIBITOR,BRD:BRD-A22380646-236-05-8,PANTOPRAZOLE,PANTOPRAZOLE
REP.PRIMARY,2.5,SCN5A,VOLTAGE-GATED SODIUM CHANNEL BLOCKER,BRD:BRD-A22642447-001-01-9,LICARBAZEPINE,LICARBAZEPINE
REP.PRIMARY,2.5,"GABRA3, GABRA5, GABRA6",GABA RECEPTOR MODULATOR,BRD:BRD-A22707317-001-10-8,SB-205384,SB-205384
REP.PRIMARY,2.5,HRH1,ANTIHISTAMINE,BRD:BRD-A22769835-300-05-7,HOMOCHLORCYCLIZINE,HOMOCHLORCYCLIZINE
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-A22844106-001-26-0,TENOXICAM,TENOXICAM
REP.PRIMARY,2.5,CYP51A1,CYTOCHROME P450 INHIBITOR,BRD:BRD-A23067620-300-01-3,ITRACONAZOLE,ITRACONAZOLE
REP.PRIMARY,2.5,HRH1,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-A23072235-050-18-5,PHENIRAMINE,PHENIRAMINE
REP.PRIMARY,2.5,,,BRD:BRD-A23127772-001-02-3,SCLAREOL,SCLAREOL
REP.PRIMARY,2.5,"SLC6A2, SLC6A3, SLC6A4",SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI),BRD:BRD-A23359898-003-10-0,SIBUTRAMINE,SIBUTRAMINE
REP.PRIMARY,2.5,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3",RNA POLYMERASE INHIBITOR,BRD:BRD-A23603052-001-03-2,RIFAMPIN,RIFAMPIN
REP.PRIMARY,2.5,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8",GABA RECEPTOR ANTAGONIST,BRD:BRD-A24122750-001-03-7,SACLOFEN,SACLOFEN
REP.PRIMARY,2.5,"GRIN1, GRIN2B","ADRENERGIC RECEPTOR ANTAGONIST, GLUTAMATE RECEPTOR ANTAGONIST",BRD:BRD-A24191444-046-02-1,IFENPRODIL,IFENPRODIL
REP.PRIMARY,2.5,"GRIN1, GRIN2B","ADRENERGIC RECEPTOR ANTAGONIST, GLUTAMATE RECEPTOR ANTAGONIST",BRD:BRD-A24191444-046-03-9,IFENPRODIL,IFENPRODIL
REP.PRIMARY,2.5,TOP2A,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-A24228527-213-01-9,OFLOXACIN,OFLOXACIN
REP.PRIMARY,2.5,,ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-A24284985-001-09-9,ANABASINE,ANABASINE
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-A24297246-001-03-9,TROLEANDOMYCIN,TROLEANDOMYCIN
REP.PRIMARY,2.5,,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-A24397426-001-10-4,NADIFLOXACIN,NADIFLOXACIN
REP.PRIMARY,2.5,VKORC1,VITAMIN K ANTAGONIST,BRD:BRD-A24514565-001-09-7,WARFARIN,WARFARIN
REP.PRIMARY,2.5,,ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-A24543851-001-05-7,NORNICOTINE,NORNICOTINE
REP.PRIMARY,2.5,PPARG,PPAR RECEPTOR AGONIST,BRD:BRD-A24560335-300-01-2,EFATUTAZONE,EFATUTAZONE
REP.PRIMARY,2.5,"ADRB1, ADRB2",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A24587114-066-22-5,ISOETHARINE,ISOETHARINE
REP.PRIMARY,2.5,VDAC2,ION CHANNEL ANTAGONIST,BRD:BRD-A25004090-001-08-4,ERASTIN,ERASTIN
REP.PRIMARY,2.5,,GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A25143711-001-02-2,HYDROCORTISONE-VALERATE,HYDROCORTISONE-VALERATE
REP.PRIMARY,2.5,"CYP11A1, CYP19A1",GLUCOCORTICOID RECEPTOR ANTAGONIST,BRD:BRD-A25234499-001-18-3,AMINOGLUTETHIMIDE,AMINOGLUTETHIMIDE
REP.PRIMARY,2.5,"LPAR1, LPAR3",LYSOPHOSPHATIDIC ACID RECEPTOR ANTAGONIST,BRD:BRD-A25569250-001-03-3,KI-16425,KI-16425
REP.PRIMARY,2.5,,ANTIPROTOZOAL AGENT,BRD:BRD-A25608658-001-01-1,NARASIN,NARASIN
REP.PRIMARY,2.5,"CYP11B1, CYP19A1",AROMATASE INHIBITOR,BRD:BRD-A25619068-003-03-4,FADROZOLE,FADROZOLE
REP.PRIMARY,2.5,RPS2,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-A25687296-300-04-3,EMETINE,EMETINE
REP.PRIMARY,2.5,"GRM1, GRM5, GSR, HMGCS2, PAPOLA, PRDX2",GLUTAMATE RECEPTOR AGONIST,BRD:BRD-A25800195-001-02-2,L-CYSTEINESULFINIC-ACID,L-CYSTEINESULFINIC-ACID
REP.PRIMARY,2.5,CALM1,CALMODULIN ANTAGONIST,BRD:BRD-A26032986-050-02-1,ZALDARIDE,ZALDARIDE
REP.PRIMARY,2.5,"ADRB1, ADRB2, KCNA5, KCNH2, SCN5A",ANTIARRHYTHMIC,BRD:BRD-A26334849-001-06-2,PROPAFENONE,PROPAFENONE
REP.PRIMARY,2.5,"CA1, CA12, CA14, CA2, CA4, CA7, SLC12A1, SLC12A3",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-A26384407-001-25-1,CHLORTHALIDONE,CHLORTHALIDONE
REP.PRIMARY,2.5,"ADRA1A, HTR1E","ADRENERGIC RECEPTOR AGONIST, SEROTONIN RECEPTOR AGONIST",BRD:BRD-A26387268-050-04-4,ERGONOVINE,ERGONOVINE
REP.PRIMARY,2.5,CYP19A1,AROMATASE INHIBITOR,BRD:BRD-A26503646-001-16-6,FORMESTANE,FORMESTANE
REP.PRIMARY,2.5,CYP3A4,HIV PROTEASE INHIBITOR,BRD:BRD-A26690767-066-01-9,SAQUINAVIR,SAQUINAVIR
REP.PRIMARY,2.5,"ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B",CALCIUM CHANNEL BLOCKER,BRD:BRD-A26711594-003-10-6,NICARDIPINE,NICARDIPINE
REP.PRIMARY,2.5,"HTR1A, HTR1B",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A26845397-051-01-9,ISAMOLTANE,ISAMOLTANE
REP.PRIMARY,2.5,ESR2,ESTROGEN RECEPTOR AGONIST,BRD:BRD-A27143604-001-02-0,DIARYLPROPIONITRILE,DIARYLPROPIONITRILE
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A27290375-330-01-1,ATROPINE,ATROPINE
REP.PRIMARY,2.5,"CACNA2D1, CES1",CALCIUM CHANNEL BLOCKER,BRD:BRD-A27370296-001-03-0,CYCLANDELATE,CYCLANDELATE
REP.PRIMARY,2.5,"FLT3, NTRK1","FLT3 INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR, JAK INHIBITOR",BRD:BRD-A27376179-001-01-3,LESTAURTINIB,LESTAURTINIB
REP.PRIMARY,2.5,"CYP2C19, CYP2D6",VOLTAGE-GATED SODIUM CHANNEL BLOCKER,BRD:BRD-A27732521-003-08-3,TOLPERISONE,TOLPERISONE
REP.PRIMARY,2.5,PTPMT1,PHOSPHATIDYLGLYCEROPHOSPHATASE INHIBITOR,BRD:BRD-A27883417-300-01-6,ALEXIDINE,ALEXIDINE
REP.PRIMARY,2.5,"NR3C1, NR3C2, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A27887842-001-04-0,PREDNISOLONE,PREDNISOLONE
REP.PRIMARY,2.5,"GABBR1, GABBR2",GABA RECEPTOR ANTAGONIST,BRD:BRD-A27924917-001-03-3,2-HYDROXYSACLOFEN,2-HYDROXYSACLOFEN
REP.PRIMARY,2.5,ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A28044053-001-01-7,AROTINOLOL,AROTINOLOL
REP.PRIMARY,2.5,,,BRD:BRD-A28301258-001-03-0,SALINOMYCIN,SALINOMYCIN
REP.PRIMARY,2.5,,,BRD:BRD-A28301258-001-04-8,SALINOMYCIN,SALINOMYCIN
REP.PRIMARY,2.5,NOS2,NITRIC OXIDE SYNTHASE INHIBITOR,BRD:BRD-A28318179-003-08-5,AMINOMETHYLTRANSFERASE,AMINOMETHYLTRANSFERASE
REP.PRIMARY,2.5,"GRM2, GRM3",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-A28329383-001-02-1,MTPG,MTPG
REP.PRIMARY,2.5,MTOR,"MTOR INHIBITOR, PI3K INHIBITOR",BRD:BRD-A28467416-002-01-0,PKI-179,PKI-179
REP.PRIMARY,2.5,"MAOA, MAOB",MONOAMINE OXIDASE INHIBITOR,BRD:BRD-A28545468-003-16-6,SELEGILINE,SELEGILINE
REP.PRIMARY,2.5,,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A28856712-003-26-0,TETRAHYDROZOLINE,TETRAHYDROZOLINE
REP.PRIMARY,2.5,,,BRD:BRD-A28887267-001-19-3,PROXYPHYLLINE,PROXYPHYLLINE
REP.PRIMARY,2.5,"ATP1A1, CA1, CA2, CA4, PTGS1, PTGS2, SLC12A1, SLC12A3",CHLORIDE CHANNEL BLOCKER,BRD:BRD-A28940325-001-24-0,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
REP.PRIMARY,2.5,,INOSITOL MONOPHOSPHATASE INHIBITOR,BRD:BRD-A28958257-001-01-2,CENTPROPAZINE,CENTPROPAZINE
REP.PRIMARY,2.5,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-A28970875-300-04-9,PUROMYCIN,PUROMYCIN
REP.PRIMARY,2.5,TYR,PROGESTOGEN HORMONE,BRD:BRD-A29111201-001-04-8,ETHISTERONE,ETHISTERONE
REP.PRIMARY,2.5,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A29260609-003-26-0,ACEBUTOLOL,ACEBUTOLOL
REP.PRIMARY,2.5,"ADRB1, ADRB2",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A29281099-003-03-2,CLORPRENALINE,CLORPRENALINE
REP.PRIMARY,2.5,PTAFR,PLATELET ACTIVATING FACTOR RECEPTOR ANTAGONIST,BRD:BRD-A29289453-001-04-7,PCA-4248,PCA-4248
REP.PRIMARY,2.5,,ANTITUSSIVE,BRD:BRD-A29349577-001-23-0,DROPROPIZINE,DROPROPIZINE
REP.PRIMARY,2.5,HRH1,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-A29426959-050-13-2,CARBINOXAMINE,CARBINOXAMINE
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR ANTAGONIST,BRD:BRD-A29485665-001-12-8,BICALUTAMIDE,BICALUTAMIDE
REP.PRIMARY,2.5,"HCAR2, HCAR3",CHOLESTEROL INHIBITOR,BRD:BRD-A29520968-001-02-7,ACIFRAN,ACIFRAN
REP.PRIMARY,2.5,ADRA1A,LIPID PEROXIDASE INHIBITOR,BRD:BRD-A29623586-001-01-3,ANISODAMINE,ANISODAMINE
REP.PRIMARY,2.5,"DRD2, MAOA, MAOB, MPO, SLC6A2, SLC6A3","DOPAMINE REUPTAKE INHIBITOR, DOPAMINE UPTAKE INHIBITOR, NORADRENALINE UPTAKE INHIBITOR",BRD:BRD-A29644307-050-17-0,NOMIFENSINE,NOMIFENSINE
REP.PRIMARY,2.5,"GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, HSD11B1, PANX1, PANX2, PANX3",11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR,BRD:BRD-A29700858-304-01-8,CARBENOXOLONE,CARBENOXOLONE
REP.PRIMARY,2.5,"GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, HSD11B1, PANX1, PANX2, PANX3",11-BETA HYDROXYSTEROID DEHYDROGENASE INHIBITOR,BRD:BRD-A29700858-304-02-6,CARBENOXOLONE,CARBENOXOLONE
REP.PRIMARY,2.5,"AR, ESR1, ESR2, NR1H4, NR1I2, NR3C1, PGR",PROGESTERONE RECEPTOR AGONIST,BRD:BRD-A29731977-001-04-5,17-HYDROXYPROGESTERONE-CAPROATE,17-HYDROXYPROGESTERONE-CAPROATE
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3, KCND2, KCND3, KCNH2, SCN5A",SODIUM CHANNEL BLOCKER,BRD:BRD-A29734509-011-13-6,DISOPYRAMIDE,DISOPYRAMIDE
REP.PRIMARY,2.5,,ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-A29844814-300-01-5,ABT-202,ABT-202
REP.PRIMARY,2.5,"CCKAR, CCKBR",CCK RECEPTOR ANTAGONIST,BRD:BRD-A29854054-236-12-6,LORGLUMIDE,LORGLUMIDE
REP.PRIMARY,2.5,,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A29944538-003-08-3,PROXODOLOL,PROXODOLOL
REP.PRIMARY,2.5,,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,BRD:BRD-A30051119-002-01-8,AMIKACIN,AMIKACIN
REP.PRIMARY,2.5,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",HYDANTOIN ANTIEPILEPTIC,BRD:BRD-A30205217-001-11-2,ETHOTOIN,ETHOTOIN
REP.PRIMARY,0.25,,PHOSPHOLIPASE INHIBITOR,BRD:BRD-A30403214-001-03-3,EDELFOSINE,EDELFOSINE
REP.PRIMARY,2.5,,GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-A30582499-003-05-1,TILETAMINE,TILETAMINE
REP.PRIMARY,2.5,,ACETYLCHOLINE RELEASE ENHANCER,BRD:BRD-A30590053-003-02-9,MR-16728,MR-16728
REP.PRIMARY,2.5,BTK,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,BRD:BRD-A30655177-001-14-0,LFM-A13,LFM-A13
REP.PRIMARY,2.5,,LOCAL ANESTHETIC,BRD:BRD-A30693873-003-12-8,DIPERODON,DIPERODON
REP.PRIMARY,2.5,,,BRD:BRD-A30703952-201-01-2,GANGLIOSIDE-GM1,GANGLIOSIDE-GM1
REP.PRIMARY,2.5,"CACNA1C, CACNA1D, CACNA1F, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2",CALCIUM CHANNEL BLOCKER,BRD:BRD-A30815329-001-10-5,FELODIPINE,FELODIPINE
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-A30886737-001-02-9,FLORFENICOL,FLORFENICOL
REP.PRIMARY,2.5,BTK,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,BRD:BRD-A30984645-001-01-5,GDC-0834,GDC-0834
REP.PRIMARY,2.5,"AVPR1A, AVPR1B, AVPR2",VASOPRESSIN RECEPTOR ANTAGONIST,BRD:BRD-A31095847-001-02-3,MOZAVAPTAN,MOZAVAPTAN
