""	"chr10p"	"chr10q"	"chr11p"	"chr11q"	"chr12p"	"chr12q"	"chr13q"	"chr14q"	"chr15q"	"chr16p"	"chr16q"	"chr17p"	"chr17q"	"chr18p"	"chr18q"	"chr19p"	"chr19q"	"chr1p"	"chr1q"	"chr20p"	"chr20q"	"chr21q"	"chr22q"	"chr2p"	"chr2q"	"chr3p"	"chr3q"	"chr4p"	"chr4q"	"chr5p"	"chr5q"	"chr6p"	"chr6q"	"chr7p"	"chr7q"	"chr8p"	"chr8q"	"chr9p"	"chr9q"
"IALM_LUNG"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	-1	0
"NCIH2227_LUNG"	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	-1	0	1	1	0	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"LUDLU1_LUNG"	-1	0	-1	0	0	0	0	1	1	-1	1	0	0	0	0	-1	0	-1	1	1	1	0	-1	0	0	-1	0	0	-1	1	0	1	-1	1	1	-1	0	-1	0
"HCC1954_BREAST"	0	-1	-1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0
"HCC2218_BREAST"	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	1	0	0	0	-1	0	0	-1	0	1	1	0	0	0	0	-1	1	0	0
"EBC1_LUNG"	-1	0	-1	0	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	-1	1	1	-1	-1	0	-1	-1	1	-1	0	0	0	0	-1	1	0	-1	1	-1	0
"CAMA1_BREAST"	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-1	1	0	0
"NCIH322_LUNG"	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0
"HMC18_BREAST"	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
"YMB1_BREAST"	0	1	0	-1	1	0	0	0	1	0	0	-1	0	0	1	0	0	-1	1	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"JHH7_LIVER"	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	1	-1	1	1	0	0	0	-1	0	1	0	0	0	0	1	-1	0	-1	0
"HUTU80_SMALL_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCIH2452_PLEURA"	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	-1	1	1	-1	1	1	0	1	0	0	-1	0	-1	0
"LN229_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	-1	-1	1	1	0	0	0	0
"SKLMS1_SOFT_TISSUE"	0	0	0	1	-1	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	-1	0
"HUCCT1_BILIARY_TRACT"	-1	0	0	1	1	0	-1	0	0	-1	-1	0	1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	-1	1	0	0	1	0	0
"NCIH1573_LUNG"	-1	1	-1	0	0	1	0	1	1	0	1	0	0	1	0	-1	-1	0	1	-1	1	0	0	1	1	-1	1	0	0	0	1	-1	-1	-1	0	-1	1	-1	-1
"MCF7_BREAST"	0	0	0	0	-1	0	-1	1	0	0	0	0	0	-1	-1	0	0	-1	0	1	1	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	1	0	0
"KPNYN_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MKN1_STOMACH"	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	1
"SKMEL31_SKIN"	-1	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	-1	-1
"KALS1_CENTRAL_NERVOUS_SYSTEM"	-1	0	-1	-1	0	0	-1	0	0	0	1	-1	-1	0	0	0	0	1	0	-1	0	0	0	-1	-1	0	1	-1	-1	1	1	1	1	0	0	0	0	1	1
"LU99_LUNG"	1	0	0	-1	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	0	0
"MKN74_STOMACH"	0	1	0	1	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0
"KPNRTBM1_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"SNU5_STOMACH"	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0
"KNS81_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"AM38_CENTRAL_NERVOUS_SYSTEM"	1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NH6_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB1_CENTRAL_NERVOUS_SYSTEM"	0	1	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	-1	0	0	-1	-1	0	0	0	-1	1	0	-1	0	-1	0
"HEC6_ENDOMETRIUM"	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"BECKER_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	-1	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	-1	0	1	1	0	0	0	0
"T47D_BREAST"	0	0	0	1	0	1	-1	1	0	0	0	-1	1	-1	-1	-1	-1	-1	1	0	1	0	-1	-1	-1	0	0	-1	-1	0	0	0	-1	1	-1	-1	1	-1	0
"NCIH69_LUNG"	-1	-1	1	1	0	1	0	1	0	1	-1	-1	1	1	1	0	0	-1	1	1	-1	1	1	-1	-1	-1	0	-1	-1	1	1	1	1	1	1	1	1	1	1
"KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	-1	-1	0	1	0	-1	0	0	1	0	0	0	1	-1	1	0	0	0	0	-1	1	-1	1	0	0	0	0	1	1	0	0	0	0
"SF126_CENTRAL_NERVOUS_SYSTEM"	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"NCIH23_LUNG"	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	1	0	-1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	-1	0
"OC316_OVARY"	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	0	0	1	1	1	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	0	0	0
"NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
"SKNBE2_AUTONOMIC_GANGLIA"	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
"NCIH226_LUNG"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"OUMS23_LARGE_INTESTINE"	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	-1	-1	0	0	0	0	1	0	-1	0	0	0	1	-1	-1	0	0	0	0	0	0	-1	0	0	0
"NCIH1648_LUNG"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	-1	0
"ONS76_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	0
"NCIH1693_LUNG"	-1	-1	-1	1	-1	0	-1	0	0	0	-1	1	0	-1	0	-1	0	1	0	-1	0	1	-1	0	0	-1	0	0	-1	1	1	1	0	1	0	0	0	-1	-1
"HEC251_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"HSC2_UPPER_AERODIGESTIVE_TRACT"	0	0	0	1	1	0	1	0	0	0	0	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	0	0	0	0	0	0	0	-1	0	1	0	1	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"RERFLCAD2_LUNG"	-1	-1	1	0	0	-1	0	0	0	0	0	-1	0	1	-1	-1	0	0	0	1	1	1	1	0	0	-1	0	1	0	0	0	0	1	1	-1	1	1	-1	-1
"KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RKN_SOFT_TISSUE"	0	0	0	0	0	0	-1	1	0	-1	0	0	0	1	-1	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	1	0	-1	0	1	0
"OC314_OVARY"	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	-1	0	0	0	0	1	1	1	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	0	0	0
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"TT_OESOPHAGUS"	1	0	0	0	1	0	0	0	1	0	1	0	0	1	-1	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	1	0	0	-1	1	0	0	0	-1	0
"HUH7_LIVER"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU503_LARGE_INTESTINE"	-1	0	-1	0	0	1	0	1	0	0	1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	1	0	0	0	1	0	0	1	-1	0
"SNU738_CENTRAL_NERVOUS_SYSTEM"	0	-1	0	0	0	0	-1	0	0	0	1	1	-1	-1	0	0	0	0	0	0	1	-1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	-1	0
"SNU626_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	1	-1	1	0	0	1	1	-1	-1	0	0	1	1	1	1	1	-1	0	0	-1	-1	0	0	1	1	1	1	1	1	-1	-1	1	1
"SNU668_STOMACH"	1	1	0	-1	-1	-1	-1	1	0	0	1	-1	1	-1	-1	0	1	-1	0	1	1	0	-1	0	0	-1	-1	-1	0	1	0	-1	0	1	0	-1	1	-1	-1
"SNU1105_CENTRAL_NERVOUS_SYSTEM"	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"SNU489_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	0	0	0	0	0	-1	1	-1	-1	0	0	0	-1	1	1	0	-1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1
"CW2_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"JHOC5_OVARY"	-1	-1	-1	0	1	0	-1	0	0	0	0	-1	1	0	0	-1	0	1	1	1	1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	1	1	-1	-1
"SNUC4_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU1272_KIDNEY"	0	1	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
"SNU899_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	0	-1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	-1	0	0	-1	0	0	0	0	1	1	0	0	0	0
"LI7_LIVER"	0	0	0	0	1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	0	0	0	-1	-1	0	0	-1	0	0	-1	1	1	0	0	0	0	0	1	0	0
"HCC1171_LUNG"	1	-1	0	0	0	0	-1	1	-1	0	1	-1	1	-1	-1	-1	1	-1	0	-1	1	0	-1	0	1	0	0	0	0	1	0	0	0	1	1	-1	1	-1	-1
"GSS_STOMACH"	0	0	1	1	-1	0	0	-1	0	0	0	-1	0	-1	0	-1	0	-1	0	0	1	0	0	0	0	0	0	-1	-1	1	-1	0	0	1	-1	0	0	-1	-1
"SNU685_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	1	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
"LMSU_STOMACH"	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0
"SNU245_BILIARY_TRACT"	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	-1	-1	1	-1	1	0	0	0	0	0	0	0	0	-1	-1	1	0	0	0	1	1	0	1	-1	0
"GSU_STOMACH"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0
"SNU719_STOMACH"	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HUH6_LIVER"	0	0	0	0	1	1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	1	1	1	1	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	1	0	0
"SNU1214_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	-1	0	-1	0
"SNUC5_LARGE_INTESTINE"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"SNU119_OVARY"	1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	0	1	-1	0	1	0	0	0	0	0	-1	0	0	0	1	-1	0	0	-1	0	-1	1	1	-1	1	1	-1
"SNU201_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1
"SNU840_OVARY"	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	-1	1	0	1	0	1	0	-1	0	0	0	0	-1	-1	1	0	0	-1	1	0	-1	1	-1	-1
"HCC1195_LUNG"	1	0	0	0	1	0	-1	0	-1	-1	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	-1	1	1	-1	1	0	0
"TE10_OESOPHAGUS"	0	0	-1	-1	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	0	-1	1	-1	0	0	0	-1	1	-1	0	1	0	0	0	0	0	-1	0	-1	-1
"ECC12_STOMACH"	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"SNU308_BILIARY_TRACT"	0	-1	0	0	0	1	1	1	0	0	1	-1	0	1	-1	0	0	0	0	-1	1	0	-1	0	0	1	1	-1	0	0	1	-1	-1	1	1	0	0	-1	0
"HCC95_LUNG"	-1	0	-1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	1	0	0	0	0	-1	0	0	-1	1	0	1	-1	1	1	-1	0	0	0
"SNU213_PANCREAS"	0	0	1	1	0	-1	0	1	-1	-1	-1	-1	1	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-1	0
"SNU1079_BILIARY_TRACT"	0	0	-1	-1	0	0	-1	0	-1	0	0	1	1	-1	-1	0	0	-1	1	1	0	0	-1	0	0	-1	0	-1	-1	0	0	0	-1	1	0	-1	0	-1	-1
"SNU61_LARGE_INTESTINE"	0	0	0	1	0	0	0	1	0	0	0	-1	0	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	-1	1	-1	-1	0	0	-1	0	1	0	-1	-1	-1	0
"KLM1_PANCREAS"	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	1	0	-1	1	0	1
"SNU478_BILIARY_TRACT"	0	0	1	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	1	0	0	-1	0	-1	1	0	0	0	0	-1	-1	0	0	0	0	1	1	-1	-1	-1	-1
"SNU410_PANCREAS"	0	0	-1	-1	0	0	0	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	-1	1	0	0	0	0	-1	1	-1	-1	0	0	0	-1	1	1	-1	1	0	0
"HLC1_LUNG"	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	-1	0
"ECGI10_OESOPHAGUS"	0	0	0	0	1	0	0	0	0	0	1	1	0	1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
"ACCMESO1_PLEURA"	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	1	0	0
"HUH28_BILIARY_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	-1	-1	1	1	0	0	0	0	-1	1	0	0
"KG1C_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	1	1	1	-1	0	0	0	0	0	0	1	1	-1	-1	1	1	0	0	1	1
"CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PANC0504_PANCREAS"	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
"OUMS27_BONE"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	-1	-1	1	-1	0	0	1	0	0	1	0	0
"A704_KIDNEY"	0	0	0	0	1	1	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	-1	-1
"TUHR14TKB_KIDNEY"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	1	1	0	0	0	0
"NCIH2009_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	-1	1	0	1
"NCIH1915_LUNG"	0	0	1	1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0
"YD15_SALIVARY_GLAND"	-1	0	0	1	0	0	0	0	0	0	0	1	0	1	-1	0	-1	0	0	1	1	0	0	0	0	-1	1	0	-1	1	0	0	-1	0	0	-1	1	-1	0
"TE8_OESOPHAGUS"	0	0	0	-1	1	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	-1	0	0	0	-1	1	-1	0	1	0	0	0	1	0	-1	0	1	1
"MDAMB134VI_BREAST"	0	0	1	-1	1	1	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	0
"TGBC11TKB_STOMACH"	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PK45H_PANCREAS"	1	1	0	0	0	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"SNU182_LIVER"	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	0
"TE4_OESOPHAGUS"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	-1	1	-1	0
"KYM1_SOFT_TISSUE"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCIH28_PLEURA"	0	0	0	0	0	0	0	-1	1	0	0	-1	1	-1	-1	0	0	1	1	0	0	0	0	0	1	1	0	0	-1	0	0	0	0	0	0	0	0	-1	1
"MEWO_SKIN"	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"HSC4_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1	0	0	0	0	0	-1	-1	0	0	0	0	1	0	-1	0	1	0
"TM31_CENTRAL_NERVOUS_SYSTEM"	-1	0	1	0	1	-1	0	0	1	-1	0	1	0	0	0	-1	0	0	0	0	-1	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0
"HEC50B_ENDOMETRIUM"	0	0	0	1	0	0	0	0	0	0	1	1	1	0	-1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
"NCIH1694_LUNG"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	1	1	0	0	0	0
"TE6_OESOPHAGUS"	0	-1	0	0	0	0	-1	1	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	-1
"YD10B_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	-1	-1	-1	0	0	1	1	-1	0	0	0	-1	1	-1	-1	0	0	0	0	1	0	-1	0	0	0
"YD38_UPPER_AERODIGESTIVE_TRACT"	0	0	-1	-1	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	-1	0	0	-1	0	0	0	0	1	0	0	1	0	0
"YD8_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	-1	1	0	0	0	1	0	1	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	0
"SNU1196_BILIARY_TRACT"	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	-1	-1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1
"BICR18_UPPER_AERODIGESTIVE_TRACT"	-1	-1	-1	0	0	0	0	1	0	0	1	0	1	0	-1	-1	-1	-1	0	0	0	-1	1	0	0	-1	1	0	-1	0	0	-1	0	0	1	0	1	-1	0
"TUHR10TKB_KIDNEY"	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	1	-1	0	0	-1	0	0	0	0	0	0	0	1	1	-1	0	-1	0
"SNU46_UPPER_AERODIGESTIVE_TRACT"	-1	0	1	0	1	0	-1	0	-1	0	0	0	0	0	0	1	0	-1	0	-1	1	-1	0	0	0	-1	0	0	-1	1	1	-1	0	0	0	-1	0	0	0
"SNU1077_ENDOMETRIUM"	-1	0	0	0	0	0	0	0	-1	0	0	0	1	1	-1	-1	1	0	1	1	1	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0
"JHUEM3_ENDOMETRIUM"	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	-1	0
"NCIH854_LUNG"	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	1	1	0	0	1	1	-1	0	0	0	-1	0	-1	0	1	-1	0	0	0	0	0	0	-1	-1
"HCC2279_LUNG"	-1	0	0	0	1	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-1	-1	0	-1	0
"NCCSTCK140_STOMACH"	-1	-1	0	0	0	0	1	0	0	0	0	-1	0	1	-1	0	1	0	0	1	1	0	0	0	0	0	0	-1	-1	1	-1	0	0	1	-1	-1	1	0	0
